-662030.2	-977945.56	1020.5
-660212.81	-977734.15	950.15
-669346.7	-979823.97	745.66
-666710.91	-979058.61	959.05
-664562.84	-979818.3	915.78
-660344.6	-979739.42	989.31
-668305.09	-981298.42	690.26
-666369.51	-981642.19	821.87
-664745.45	-981121.1	798.74
-662886.87	-981553.88	605.53
-661337.67	-982784.28	781.86
-665527.46	-983224.13	717.43
-664333.36	-983302.3	685.73
-662671.59	-983540.94	607.65
-666023.11	-984885.43	719.65
-663920.7	-985354.47	687.96
-662062.18	-985104.02	555.68
-669924.75	-986641.91	518.00
-659490.81	-974102.33	1143.67
-658845.86	-975646.05	1233.00
-659385.54	-976237.52	1086.86
-657150.29	-977104.86	1147.77
-658554.93	-978460.07	1209.68
-657723.82	-978935.42	1210.01
-655393.12	-978335.29	1301.58
-652651.75	-978279.8	1317.12
-658994.29	-979531.84	973.93
-656545.36	-979500.03	1343.56
-655149.24	-979838.65	1435.02
-651884.52	-979029.96	1174.61
-653472.52	-980272.92	1410.91
-658026.43	-981214.45	861.44
-656825.5	-981837.11	1140.16
-655362.29	-981973.32	1115.43
-651636.53	-981471.22	1234.74
-659220.25	-982814.5	741.00
-657166.5	-982859.00	1117.71
-653485.29	-982728.72	1034.35
-650795.92	-982990.64	789.29
-655203.72	-983366.3	967.26
-659226.03	-984366.07	834.89
-656727.18	-984018.49	1034.67
-654897.78	-984978.71	892.34
-653228.77	-984920.92	1038.59
-650683.97	-984846.83	1031.18
-657032.8	-985895.8	866.56
-658090.99	-986509.76	896.57
-653544.2	-986302.56	1026.87
-652347.33	-986111.75	770.79
-659083.51	-987033.91	785.71
-654996.09	-987832.57	761.76
-651096.33	-987169.12	1001.45
-650105.93	-987922.59	960.46
-659567.01	-988980.59	682.75
-657746.9	-988563.53	779.15
-653638.08	-988239.08	924.67
-652391.45	-988838.16	808.76
-650633.46	-988829.67	958.31
-655169.98	-989557.94	786.57
-653613.77	-989795.25	1035.66
-651217.45	-989663.72	790.86
-658091.32	-990034.00	699.79
-657704.57	-990067.05	700.08
-655716.96	-990369.74	742.48
-659892.52	-991297.97	620.48
-658630.32	-991178.12	677.29
-656973.06	-991668.8	684.47
-652059.25	-991253.28	726.04
-650344.43	-991199.95	824.94
-653797.9	-992346.57	764.86
-657067.81	-993503.57	587.67
-655625.59	-993062.42	686.72
-650397.51	-993000.32	694.54
-659886.56	-994158.96	561.07
-657786.19	-994679.33	503.89
-656490.21	-994966.75	554.13
-652685.16	-994255.08	573.13
-651309.08	-994070.76	539.95
-659679.16	-995596.15	513.7
-658853.27	-995408.16	506.02
-655272.54	-995592.32	534.39
-653978.31	-995003.82	569.44
-651413.76	-995924.7	497.61
-659350.91	-996413.96	504.97
-657254.77	-996203.67	508.67
-656162.51	-997967.08	496.46
-655426.77	-997150.64	510.93
-651562.67	-997598.07	461.37
-658892.52	-998133.71	516.9
-654832.67	-998704.69	499.59
-653128.3	-998747.71	493.5
-653043.68	-998188.54	470.97
-650598.38	-998572.3	492.33
-656661.53	-999413.16	566.12
-668379.41	-972296.74	997.02
-667892.56	-973628.89	1002.04
-663713.91	-975561.59	729.53
-669037.49	-976009.83	788.53
-667302.9	-976858.96	809.98
-669626.96	-977879.2	614.59
-663672.23	-977411.52	743.33
-678161.11	-980623.68	644.32
-676504.33	-981727.28	895.64
-674588.28	-981689.67	831.15
-678641.78	-982387.56	743.07
-673035.5	-982778.97	616.87
-678085.45	-983485.77	694.78
-671920.6	-983921.19	577.83
-675142.83	-984278.21	547.18
-673487.13	-984445.05	530.95
-679053.84	-985771.39	528.94
-677670.38	-985385.8	602.7
-675897.96	-985310.52	535.68
-671462.9	-985394.98	564.37
-670073.58	-985530.5	491.79
-678143.99	-986989.34	475.71
-676541.71	-986887.6	560.93
-674616.4	-986633.64	503.11
-673481.59	-986035.72	589.77
-675751.04	-987569.49	485.89
-673883.95	-987409.74	602.81
-678458.19	-988778.84	368.27
-677061.25	-988464.26	487.88
-675205.26	-988671.62	478.91
-672940.13	-988919.55	539.27
-671944.17	-988832.25	510.84
-671922.03	-988008.9	556.26
-670117.18	-988048.62	469.39
-677893.87	-989621.25	435.58
-675127.61	-989455.44	397.19
-674009.89	-989398.71	443.54
-673295.89	-970977.32	998.71
-677443.44	-971730.86	818.86
-675917.7	-971496.24	907.64
-674847.23	-972643.32	829.65
-670806.88	-973270.22	908.32
-675950.21	-974901.87	747.32
-673268.76	-974357.56	873.86
-678226.52	-975964.48	797.01
-677009.98	-975411.5	791.84
-670136.89	-975414.18	796.18
-675058.32	-976453.97	836.31
-671599.76	-976496.55	729.03
-675494.82	-978333.51	678.28
-678351.18	-979552.98	668.64
-675713.19	-979774.85	690.05
-674512.86	-979219.61	617.27
-669188.35	-986889.14	520.55
-667885.23	-986086.01	619.25
-664994.46	-986160.48	729.48
-663838.43	-986548.85	668.2
-662632.63	-986882.32	624.44
-667429.02	-987519.79	652.09
-665497.14	-987435.06	642.53
-660184.1	-987839.46	702.63
-669149.5	-988670.49	496.13
-668002.96	-988802.48	515.99
-665383.95	-988866.08	669.33
-663922.26	-988367.49	695.42
-662069.41	-988264.43	545.85
-662621.31	-989287.53	604.73
-669159.57	-990011.71	524.39
-662966.19	-990382.36	586.74
-660837.87	-990635.53	553.94
-668634.88	-991189.92	505.96
-667267.84	-991040.62	610.47
-665923.89	-991148.89	600.17
-663353.51	-991644.08	614.83
-669699.49	-992173.91	505.89
-666531.11	-992825.76	555.84
-664708.31	-992937.96	508.94
-660889.54	-992016.4	562.63
-668475.35	-993069.66	567.35
-668037.96	-993967.68	498.49
-662221.82	-993343.25	453.79
-669019.22	-994046.02	526.45
-666234.00	-994552.94	449.18
-668168.81	-995500.96	403.92
-665110.28	-995853.07	577.47
-663502.36	-995016.19	610.32
-661749.84	-995173.52	434.67
-669444.03	-996232.29	463.38
-666543.93	-996341.48	556.7
-662808.15	-996695.41	483.83
-669955.5	-997801.88	479.92
-668210.76	-997081.39	472.16
-666405.59	-997569.95	497.47
-664550.43	-997287.1	452.34
-668539.77	-998445.23	463.84
-666441.16	-998608.14	387.94
-663450.49	-998694.72	517.82
-661837.2	-998854.31	482.55
-660580.86	-998108.16	512.98
-669995.68	-999277.92	482.36
-668705.05	-999439.94	514.79
-666867.1	-999941.79	474.5
-665080.53	-999011.59	483.31
-678461.03	-990308.88	521.86
-677282.7	-990343.66	439.72
-676108.38	-990347.63	404.82
-673105.53	-990318.28	425.85
-678527.8	-991890.75	462.75
-676442.62	-991477.78	523.15
-674993.35	-991048.64	448.19
-673525.89	-991307.32	432.13
-671979.06	-991590.61	543.7
-676945.85	-992174.27	610.12
-670920.02	-992235.33	497.98
-678272.33	-993081.00	433.33
-675297.71	-993041.16	511.97
-673149.29	-993314.95	469.00
-670364.54	-993444.63	452.46
-678815.55	-994396.62	458.36
-677874.96	-994816.94	377.76
-677579.81	-994155.22	397.63
-674859.1	-994648.18	585.17
-672409.48	-994782.9	495.82
-670718.19	-994674.71	374.73
-679086.57	-995687.88	399.12
-675984.89	-995016.16	744.1
-675271.74	-995655.43	709.26
-673591.92	-995322.76	545.1
-670986.72	-995490.82	423.08
